Brand,Model,Year,Price,KM_Driven,Fuel_Type,Transmission,Condition,Location,Seller_Type,Phone,Days_Listed,Views,Body_Type
Dacia,Sandero,2023,122395,31934,Gasoline,Automatic,Very Good,Fes,Dealer,+212744373056,114,975,SUV
Renault,Clio,2024,169307,12917,Diesel,Manual,Very Good,Meknes,Private,+212661754354,93,273,Sedan
Dacia,Logan,2024,138100,16782,Gasoline,Manual,Good,Casablanca,Private,+212675842753,138,366,Sedan
Dacia,Dokker,2021,118861,74919,Diesel,Manual,Very Good,Rabat,Private,+212651745545,171,278,Hatchback
Dacia,Duster,2018,79959,94270,Diesel,Automatic,Good,Fes,Private,+212794741281,95,182,Coupe
Dacia,Sandero,2020,75338,92154,Gasoline,Manual,Good,Tangier,Private,+212619798370,113,373,Hatchback
Dacia,Lodgy,2018,81754,135485,Diesel,Automatic,Very Good,Rabat,Private,+212716934193,107,304,SUV
Peugeot,208,2022,142555,51125,Gasoline,Manual,Very Good,Fes,Private,+212684743682,169,187,SUV
Nissan,Qashqai,2020,163460,101087,Diesel,Automatic,Good,Rabat,Private,+212637194330,163,123,SUV
Volkswagen,Golf,2020,159487,108825,Diesel,Manual,Excellent,Tangier,Private,+212687512485,75,407,Coupe
Kia,Rio,2018,72722,89045,Gasoline,Manual,Very Good,Casablanca,Dealer,+212631586462,80,614,Hatchback
Volkswagen,Polo,2019,96213,138495,Diesel,Manual,Very Good,Rabat,Private,+212724666411,6,484,Hatchback
Dacia,Duster,2021,126152,63762,Gasoline,Automatic,Good,Casablanca,Dealer,+212758601559,160,510,Hatchback
Volkswagen,Golf,2020,149765,70133,Gasoline,Manual,Very Good,Tangier,Private,+212687847372,79,486,Sedan
Peugeot,208,2024,204083,13438,Diesel,Manual,Excellent,Rabat,Private,+212669759525,77,406,SUV
Dacia,Duster,2024,187530,13567,Diesel,Manual,Good,Tangier,Private,+212665663400,19,261,Coupe
Dacia,Logan,2023,127313,27906,Gasoline,Manual,Good,Meknes,Private,+212672391767,76,253,Sedan
Peugeot,208,2024,204780,14003,Gasoline,Manual,Excellent,Casablanca,Dealer,+212634063501,61,85,Sedan
Hyundai,i20,2024,186139,17312,Gasoline,Manual,Excellent,Rabat,Private,+212635622656,148,166,Sedan
Dacia,Logan,2018,74061,118210,Gasoline,Manual,Very Good,Tangier,Private,+212788974181,2,227,SUV
Dacia,Duster,2018,77873,115388,Gasoline,Automatic,Good,Meknes,Dealer,+212651701692,166,219,Hatchback
Renault,Clio,2018,71552,127556,Diesel,Automatic,Very Good,Marrakech,Private,+212724466585,59,364,Hatchback
Dacia,Duster,2020,114367,71218,Gasoline,Automatic,Good,Oujda,Private,+212722063491,125,144,Pickup
Nissan,X-Trail,2019,181402,108520,Diesel,Manual,Good,Tangier,Private,+212781082664,6,142,Coupe
Peugeot,3008,2021,202498,92424,Gasoline,Automatic,Good,Marrakech,Dealer,+212794512754,153,340,SUV
Toyota,Hilux,2018,182421,159422,Diesel,Manual,Very Good,Marrakech,Private,+212717177837,14,479,Sedan
Dacia,Dokker,2020,79323,96929,Diesel,Automatic,Good,Marrakech,Dealer,+212697130524,125,536,SUV
Citroen,C4,2021,127349,88094,Gasoline,Automatic,Good,Casablanca,Private,+212610891286,79,252,SUV
Renault,Clio,2019,71228,125797,Gasoline,Manual,Good,Kenitra,Dealer,+212730410975,126,245,Coupe
Dacia,Duster,2019,77886,99831,Gasoline,Manual,Fair,Rabat,Private,+212623071087,25,555,SUV
Dacia,Duster,2020,124721,83990,Gasoline,Automatic,Excellent,Tangier,Dealer,+212793408394,31,308,Hatchback
Renault,Clio,2018,64996,83241,Diesel,Manual,Good,Agadir,Private,+212662835903,119,586,Hatchback
Dacia,Lodgy,2020,103174,95444,Gasoline,Manual,Very Good,Kenitra,Private,+212662347484,133,141,Sedan
Hyundai,Accent,2021,125617,77208,Gasoline,Automatic,Good,Tangier,Private,+212798052818,107,470,Pickup
Toyota,Hilux,2023,407879,43909,Diesel,Manual,Very Good,Oujda,Dealer,+212736660083,158,532,Coupe
Dacia,Duster,2020,116400,61058,Diesel,Automatic,Good,Casablanca,Dealer,+212644686814,72,330,Pickup
Nissan,Juke,2023,231331,36681,Gasoline,Manual,Very Good,Tangier,Dealer,+212656076210,14,111,SUV
Dacia,Lodgy,2020,85863,82357,Gasoline,Manual,Good,Meknes,Dealer,+212798792481,134,600,SUV
Peugeot,3008,2020,176600,97900,Hybrid,Manual,Good,Fes,Private,+212661784810,100,453,Sedan
Dacia,Lodgy,2022,138363,48165,Diesel,Automatic,Very Good,Casablanca,Private,+212649340260,123,366,Sedan
Hyundai,i20,2021,120541,56515,Gasoline,Automatic,Very Good,Fes,Private,+212735331815,69,230,Sedan
Dacia,Lodgy,2023,131918,36702,Gasoline,Manual,Good,Agadir,Private,+212773921985,140,652,Sedan
Kia,Rio,2022,126251,71569,Gasoline,Automatic,Very Good,Casablanca,Private,+212759802834,82,269,Sedan
Dacia,Dokker,2020,71830,103605,Gasoline,Automatic,Fair,Casablanca,Dealer,+212647024288,47,340,SUV
Renault,Kadjar,2018,106437,104014,Diesel,Manual,Fair,Casablanca,Private,+212726399759,79,590,SUV
Dacia,Logan,2019,81576,73407,Gasoline,Automatic,Good,Casablanca,Private,+212660791787,133,482,Van
Dacia,Logan,2019,76992,89904,Gasoline,Automatic,Very Good,Rabat,Dealer,+212632120684,174,328,Pickup
Dacia,Lodgy,2021,127315,84652,Diesel,Manual,Excellent,Agadir,Private,+212743327698,132,572,Hatchback
Peugeot,3008,2019,193348,85597,Gasoline,Manual,Excellent,Tangier,Private,+212797096836,11,485,Hatchback
Peugeot,2008,2020,137099,106794,Gasoline,Automatic,Very Good,Casablanca,Private,+212774887230,175,247,Coupe
Renault,Captur,2021,144374,64454,Gasoline,Manual,Good,Meknes,Dealer,+212791868601,64,583,Pickup
Dacia,Logan,2021,102241,70778,Gasoline,Manual,Good,Rabat,Private,+212650659471,25,159,Hatchback
Renault,Captur,2024,186057,17039,Diesel,Manual,Fair,Oujda,Dealer,+212637547115,47,82,Sedan
Dacia,Dokker,2022,93440,66415,Gasoline,Automatic,Fair,Fes,Private,+212722752916,87,425,Pickup
Renault,Captur,2023,199383,32999,Gasoline,Manual,Very Good,Meknes,Private,+212623782769,95,381,Pickup
Dacia,Duster,2019,100681,114192,Gasoline,Manual,Very Good,Agadir,Private,+212649487626,130,133,Sedan
Volkswagen,Golf,2018,99091,134737,Gasoline,Automatic,Good,Casablanca,Dealer,+212691451759,120,263,SUV
Dacia,Sandero,2020,71428,84623,Gasoline,Manual,Good,Meknes,Private,+212664870047,63,562,Sedan
Volkswagen,Polo,2020,93340,116923,Diesel,Automatic,Good,Fes,Private,+212753180567,107,68,SUV
Dacia,Sandero,2022,107705,56902,Gasoline,Manual,Good,Marrakech,Private,+212639364537,57,234,Hatchback
Peugeot,2008,2021,150880,66479,Gasoline,Automatic,Good,Rabat,Private,+212665841953,156,193,SUV
Ford,Mustang,2019,445915,74712,Gasoline,Manual,Excellent,Fes,Private,+212688284488,50,247,Pickup
Kia,Sorento,2020,225637,101410,Gasoline,Manual,Good,Casablanca,Private,+212642290955,49,145,Hatchback
Volkswagen,Tiguan,2019,212088,121022,Diesel,Automatic,Very Good,Casablanca,Dealer,+212722929266,67,200,Hatchback
Peugeot,3008,2022,258083,66270,Diesel,Manual,Good,Marrakech,Dealer,+212793157118,64,317,Pickup
Dacia,Logan,2021,109789,72897,Gasoline,Manual,Very Good,Tangier,Private,+212747677291,171,254,Sedan
Dacia,Sandero,2024,160899,14643,Gasoline,Manual,Excellent,Fes,Private,+212743609034,64,469,Sedan
Dacia,Duster,2020,116899,77661,Gasoline,Automatic,Good,Tangier,Private,+212793670938,118,426,Coupe
Renault,Talisman,2018,163148,123592,Diesel,Automatic,Very Good,Rabat,Private,+212724851091,132,398,Van
Citroen,C5 Aircross,2021,153595,83498,Gasoline,Manual,Fair,Kenitra,Private,+212692740106,89,334,Sedan
Toyota,Hilux,2024,417049,20545,Diesel,Automatic,Good,Meknes,Private,+212675894781,147,112,Sedan
Renault,Kadjar,2021,168291,81584,Diesel,Automatic,Good,Fes,Private,+212780898512,166,129,Sedan
Dacia,Logan,2023,144133,26436,Gasoline,Automatic,Very Good,Rabat,Private,+212786110158,149,807,Coupe
Renault,Captur,2024,186317,12450,Diesel,Manual,Fair,Rabat,Dealer,+212697727776,178,711,Van
Ford,Fiesta,2020,96893,105756,Gasoline,Manual,Excellent,Agadir,Private,+212634636979,10,120,SUV
Hyundai,Accent,2023,180674,41399,Gasoline,Manual,Excellent,Casablanca,Private,+212726489496,128,711,Sedan
Renault,Clio,2022,117583,50335,Gasoline,Manual,Good,Agadir,Private,+212661861005,130,518,Sedan
Hyundai,Accent,2019,93477,123037,Gasoline,Automatic,Good,Fes,Private,+212750927738,56,620,SUV
Renault,Kadjar,2018,117953,169480,Diesel,Automatic,Very Good,Casablanca,Dealer,+212798879031,155,544,Hatchback
Volkswagen,Polo,2023,159232,42257,Diesel,Automatic,Very Good,Casablanca,Private,+212624217440,158,693,Sedan
Renault,Captur,2023,189042,41226,Diesel,Automatic,Good,Tangier,Dealer,+212789067895,100,564,SUV
Hyundai,i20,2019,82708,126170,Gasoline,Manual,Very Good,Casablanca,Private,+212685735371,38,626,SUV
Dacia,Duster,2020,100144,83147,Gasoline,Automatic,Good,Agadir,Private,+212766928781,54,101,SUV
Toyota,Corolla,2021,172875,60997,Gasoline,Manual,Very Good,Rabat,Private,+212648729425,90,186,Hatchback
Renault,Clio,2020,89462,64130,Gasoline,Automatic,Good,Meknes,Dealer,+212756052400,20,185,Hatchback
Renault,Clio,2023,132069,35468,Diesel,Manual,Good,Casablanca,Dealer,+212648597030,156,211,Hatchback
Peugeot,2008,2021,159777,53044,Diesel,Automatic,Good,Tangier,Private,+212793348524,64,130,Hatchback
Dacia,Duster,2023,156052,43437,Diesel,Manual,Good,Oujda,Dealer,+212762098305,21,723,Van
Renault,Kadjar,2020,180829,83983,Gasoline,Automatic,Very Good,Rabat,Dealer,+212679188339,114,282,Hatchback
Peugeot,308,2020,129206,80547,Gasoline,Manual,Very Good,Marrakech,Dealer,+212711756463,171,280,Pickup
Citroen,C4,2022,196730,40932,Diesel,Automatic,Excellent,Tangier,Private,+212691501310,33,369,Coupe
Volkswagen,Passat,2020,159022,113324,Diesel,Automatic,Fair,Fes,Dealer,+212652498619,173,247,Sedan
Renault,Kadjar,2022,231410,58931,Diesel,Manual,Very Good,Meknes,Dealer,+212770196016,103,208,SUV
Toyota,Hilux,2022,362487,46675,Diesel,Automatic,Very Good,Casablanca,Private,+212746545842,49,251,Hatchback
Renault,Captur,2024,251001,15026,Gasoline,Manual,Very Good,Casablanca,Private,+212636738929,94,463,Sedan
Dacia,Sandero,2020,74170,98265,Gasoline,Manual,Good,Fes,Dealer,+212738355929,166,586,Pickup
Dacia,Duster,2023,159018,30260,Diesel,Automatic,Good,Marrakech,Private,+212786863042,102,175,Hatchback
Dacia,Sandero,2023,133004,47960,Gasoline,Automatic,Very Good,Casablanca,Private,+212727904476,81,624,Van
Kia,Picanto,2023,113954,44776,Gasoline,Automatic,Very Good,Meknes,Private,+212661505567,101,828,Sedan
Renault,Captur,2023,204006,28922,Gasoline,Automatic,Good,Tetouan,Private,+212727272087,87,429,SUV
Renault,Kadjar,2022,252218,43924,Gasoline,Manual,Excellent,Kenitra,Private,+212711110102,175,405,SUV
Volkswagen,Polo,2021,142075,64098,Diesel,Manual,Excellent,Agadir,Private,+212649942753,7,468,Coupe
Dacia,Duster,2021,108112,83201,Gasoline,Manual,Good,Marrakech,Private,+212750377162,147,547,Sedan
Renault,Kadjar,2018,140723,163226,Diesel,Automatic,Excellent,Casablanca,Private,+212675393985,132,501,SUV
Toyota,Land Cruiser,2022,660965,45205,Diesel,Manual,Good,Meknes,Private,+212765589456,14,386,SUV
Hyundai,Tucson,2018,156194,96615,Diesel,Manual,Very Good,Casablanca,Private,+212752387705,108,145,Van
Volkswagen,Passat,2018,146353,82597,Gasoline,Manual,Good,Rabat,Private,+212670679606,113,100,Pickup
Hyundai,i20,2020,97924,70443,Gasoline,Automatic,Good,Fes,Private,+212644405375,62,322,SUV
Volkswagen,Golf,2020,121307,98641,Gasoline,Manual,Good,Meknes,Private,+212651881291,13,187,SUV
Renault,Captur,2023,212322,32473,Diesel,Automatic,Very Good,Casablanca,Private,+212623330818,103,463,SUV
Dacia,Logan,2022,110011,68836,Gasoline,Manual,Good,Fes,Private,+212720478084,1,356,Sedan
Citroen,C3,2019,62608,99404,Gasoline,Manual,Fair,Casablanca,Private,+212786610235,51,335,Hatchback
Peugeot,208,2023,136015,38112,Diesel,Manual,Good,Meknes,Private,+212630485691,175,900,Hatchback
Dacia,Logan,2019,59297,88186,Gasoline,Manual,Fair,Tetouan,Private,+212662739131,115,497,Sedan
Dacia,Logan,2021,100433,52822,Gasoline,Manual,Good,Casablanca,Dealer,+212760629378,107,505,Sedan
Ford,Focus,2020,120086,84154,Gasoline,Automatic,Very Good,Marrakech,Dealer,+212754856146,100,261,SUV
Peugeot,2008,2023,204098,35877,Diesel,Manual,Very Good,Rabat,Dealer,+212697701652,56,514,Hatchback
Peugeot,208,2021,131347,60534,Gasoline,Automatic,Excellent,Marrakech,Dealer,+212634791111,33,362,SUV
Dacia,Dokker,2019,62986,142709,Gasoline,Automatic,Fair,Rabat,Dealer,+212783208703,68,157,Hatchback
Citroen,Berlingo,2023,164283,26633,Gasoline,Manual,Good,Marrakech,Dealer,+212764880278,79,409,Sedan
Dacia,Sandero,2019,73945,97221,Gasoline,Automatic,Very Good,Rabat,Private,+212673242589,165,397,SUV
Toyota,Yaris,2018,73686,108039,Gasoline,Manual,Very Good,Casablanca,Dealer,+212652019925,21,67,SUV
Nissan,Qashqai,2021,222750,79939,Diesel,Manual,Very Good,Casablanca,Private,+212735668701,15,99,Pickup
Dacia,Duster,2020,97713,79437,Diesel,Manual,Fair,Agadir,Private,+212732756714,180,533,SUV
Dacia,Logan,2024,135545,16419,Gasoline,Manual,Good,Kenitra,Dealer,+212682119415,161,964,Van
Ford,Mustang,2019,406576,102109,Gasoline,Manual,Excellent,Casablanca,Private,+212695343594,120,236,Pickup
Renault,Megane,2021,143057,62472,Diesel,Manual,Good,Oujda,Dealer,+212715037574,82,327,Hatchback
Dacia,Lodgy,2018,84488,108821,Diesel,Manual,Very Good,Marrakech,Private,+212684216522,156,432,SUV
Dacia,Logan,2020,94186,81163,Gasoline,Manual,Excellent,Casablanca,Private,+212776062947,19,191,Van
Dacia,Duster,2019,85880,125883,Gasoline,Manual,Good,Fes,Private,+212712753898,174,208,Coupe
Peugeot,208,2023,163245,43388,Diesel,Manual,Excellent,Agadir,Private,+212636863392,110,96,Van
Hyundai,Tucson,2022,286032,38998,Diesel,Automatic,Very Good,Agadir,Private,+212661207252,78,327,Coupe
Kia,Picanto,2023,124284,41368,Gasoline,Manual,Excellent,Casablanca,Dealer,+212637294899,171,674,Hatchback
Peugeot,3008,2019,168318,86137,Hybrid,Automatic,Good,Casablanca,Private,+212758552044,162,363,SUV
Dacia,Lodgy,2020,116473,69122,Gasoline,Automatic,Excellent,Casablanca,Private,+212775517953,111,617,SUV
Hyundai,i10,2023,95563,27230,Gasoline,Manual,Fair,Casablanca,Private,+212663216188,87,516,Hatchback
Kia,Sorento,2023,481109,27804,Diesel,Automatic,Excellent,Rabat,Private,+212793086588,150,214,Sedan
Peugeot,308,2022,159690,37974,Diesel,Manual,Good,Casablanca,Private,+212672477378,33,61,Pickup
Hyundai,Accent,2018,90812,95252,Gasoline,Manual,Very Good,Rabat,Dealer,+212751314396,37,322,Sedan
Dacia,Sandero,2022,119859,48001,Gasoline,Automatic,Excellent,Fes,Dealer,+212721048103,15,314,Hatchback
Kia,Sportage,2021,261275,64242,Diesel,Automatic,Excellent,Marrakech,Private,+212786060050,138,309,SUV
Kia,Stinger,2018,234181,108397,Gasoline,Manual,Good,Oujda,Dealer,+212760440614,174,497,Hatchback
Peugeot,208,2020,76083,104094,Diesel,Manual,Fair,Kenitra,Private,+212769946730,95,254,Pickup
Renault,Captur,2019,105937,104562,Gasoline,Manual,Good,Casablanca,Private,+212769431243,17,536,Hatchback
Renault,Megane,2018,91576,161095,Gasoline,Automatic,Very Good,Agadir,Private,+212651866236,96,520,Coupe
Renault,Clio,2020,67896,118625,Diesel,Automatic,Fair,Casablanca,Private,+212757701842,48,81,Sedan
Renault,Megane,2018,93762,136547,Gasoline,Automatic,Good,Casablanca,Private,+212729812232,104,521,SUV
Renault,Clio,2023,130163,44331,Gasoline,Manual,Good,Marrakech,Private,+212745418898,60,352,Hatchback
Renault,Clio,2020,88628,104733,Gasoline,Automatic,Very Good,Rabat,Dealer,+212654790802,96,503,SUV
Toyota,Yaris,2021,130399,57949,Gasoline,Manual,Excellent,Rabat,Private,+212795695517,3,510,Pickup
Peugeot,2008,2018,100449,96215,Gasoline,Manual,Good,Kenitra,Private,+212783901363,72,300,Hatchback
Nissan,Qashqai,2020,199115,115773,Gasoline,Manual,Excellent,Casablanca,Dealer,+212630667536,49,112,Hatchback
Dacia,Duster,2019,95754,125413,Gasoline,Automatic,Very Good,Rabat,Dealer,+212622118264,166,501,Sedan
Hyundai,Tucson,2018,167196,109183,Hybrid,Automatic,Very Good,Casablanca,Dealer,+212778393813,35,78,Sedan
Hyundai,i10,2019,73488,77030,Gasoline,Manual,Good,Casablanca,Private,+212736809852,81,297,Hatchback
Dacia,Dokker,2018,79424,129696,Gasoline,Automatic,Excellent,Casablanca,Dealer,+212744790858,1,627,Pickup
Nissan,Qashqai,2023,293465,25637,Gasoline,Automatic,Very Good,Agadir,Dealer,+212735414312,46,390,Sedan
Hyundai,Santa Fe,2022,375826,39558,Gasoline,Manual,Very Good,Tetouan,Private,+212668253896,140,439,SUV
Renault,Clio,2023,148636,34527,Diesel,Manual,Very Good,Tangier,Private,+212774280780,111,481,Pickup
Kia,Picanto,2021,86476,63274,Gasoline,Manual,Good,Meknes,Private,+212730960176,123,171,Sedan
Renault,Captur,2020,137394,75126,Diesel,Manual,Good,Meknes,Private,+212740648442,130,284,Pickup
Dacia,Duster,2020,112834,114202,Gasoline,Manual,Very Good,Casablanca,Private,+212772248200,93,534,Sedan
Dacia,Duster,2018,81573,147235,Diesel,Manual,Good,Marrakech,Private,+212746165401,115,495,Pickup
Dacia,Duster,2021,89401,81268,Diesel,Manual,Fair,Rabat,Private,+212786708136,89,383,Sedan
Citroen,C5 Aircross,2021,256355,73894,Gasoline,Manual,Excellent,Casablanca,Private,+212646134684,152,254,Sedan
Dacia,Lodgy,2019,96719,127852,Gasoline,Automatic,Excellent,Casablanca,Private,+212626733241,115,304,Hatchback
Hyundai,Accent,2021,143702,55806,Gasoline,Manual,Very Good,Fes,Private,+212727734831,140,274,Sedan
Peugeot,208,2018,70647,140296,Gasoline,Manual,Good,Tetouan,Private,+212764907318,106,156,SUV
Hyundai,i20,2018,74022,115684,Gasoline,Manual,Very Good,Tetouan,Private,+212620696606,94,266,SUV
Volkswagen,Passat,2021,243131,57371,Diesel,Automatic,Good,Rabat,Private,+212668998783,29,311,Coupe
Peugeot,308,2020,121354,83808,Diesel,Manual,Good,Rabat,Private,+212775140191,172,349,Sedan
Hyundai,i10,2018,54383,114373,Gasoline,Automatic,Good,Rabat,Dealer,+212674017078,93,448,Sedan
Renault,Kadjar,2021,219831,81672,Diesel,Automatic,Excellent,Tangier,Private,+212748594952,13,247,Hatchback
Peugeot,3008,2020,171039,116461,Hybrid,Manual,Good,Rabat,Private,+212653004668,140,433,Hatchback
Dacia,Logan,2022,120440,37920,Gasoline,Manual,Very Good,Oujda,Private,+212739135520,135,319,Hatchback
Ford,Kuga,2020,194125,108672,Diesel,Automatic,Very Good,Tangier,Dealer,+212795649928,59,465,Sedan
Volkswagen,Passat,2022,293692,44455,Gasoline,Manual,Very Good,Fes,Private,+212641696138,132,291,Sedan
Volkswagen,Golf,2018,77112,155028,Diesel,Manual,Fair,Marrakech,Private,+212640073782,31,185,Sedan
Dacia,Duster,2024,214337,18390,Gasoline,Manual,Excellent,Marrakech,Private,+212697655783,95,354,SUV
Renault,Kadjar,2022,244404,50601,Gasoline,Manual,Very Good,Marrakech,Private,+212793076795,164,455,SUV
Renault,Clio,2020,79988,86621,Diesel,Manual,Good,Casablanca,Private,+212721181378,122,201,Sedan
Dacia,Logan,2018,80124,112480,Gasoline,Manual,Excellent,Casablanca,Private,+212646578651,178,279,SUV
Renault,Captur,2024,241320,17933,Diesel,Automatic,Very Good,Fes,Private,+212651315064,81,526,SUV
Dacia,Sandero,2020,91766,111212,Gasoline,Automatic,Excellent,Tetouan,Dealer,+212722998015,43,543,Sedan
Renault,Captur,2020,103637,83312,Diesel,Manual,Fair,Casablanca,Private,+212662702177,64,435,Hatchback
Dacia,Logan,2023,118285,50938,Gasoline,Manual,Good,Casablanca,Dealer,+212729349659,105,312,SUV
Dacia,Dokker,2020,66939,111625,Diesel,Automatic,Fair,Casablanca,Private,+212694314246,152,457,Pickup
Toyota,Corolla,2020,109368,68919,Hybrid,Manual,Fair,Agadir,Private,+212686870499,166,523,SUV
Citroen,Jumper,2022,218279,56084,Diesel,Automatic,Good,Casablanca,Dealer,+212666089395,71,433,Coupe
Dacia,Logan,2021,116768,56217,Gasoline,Manual,Excellent,Tetouan,Private,+212729649939,80,608,SUV
Toyota,Land Cruiser,2022,780247,46188,Diesel,Manual,Excellent,Casablanca,Private,+212698079532,66,367,Sedan
Citroen,Berlingo,2018,103944,88755,Gasoline,Manual,Excellent,Agadir,Private,+212674505383,45,257,Sedan
Renault,Captur,2021,131687,68869,Diesel,Manual,Fair,Rabat,Dealer,+212673033108,2,572,Hatchback
Renault,Kadjar,2019,145704,89962,Diesel,Automatic,Good,Rabat,Dealer,+212766196806,84,635,SUV
Dacia,Sandero,2020,75391,97601,Gasoline,Manual,Good,Meknes,Private,+212657394415,65,356,Sedan
Volkswagen,Passat,2019,162967,117092,Gasoline,Manual,Good,Tangier,Private,+212734668643,13,139,SUV
Volkswagen,Tiguan,2018,164130,139081,Diesel,Manual,Good,Meknes,Private,+212745871999,111,360,SUV
Peugeot,208,2024,182661,12004,Diesel,Manual,Very Good,Oujda,Private,+212680871473,18,600,Sedan
Toyota,Hilux,2021,326560,66879,Diesel,Manual,Very Good,Tetouan,Private,+212673146018,92,179,Pickup
Dacia,Duster,2024,185877,14971,Gasoline,Manual,Good,Tetouan,Private,+212789605161,115,244,Pickup
Hyundai,Tucson,2022,262117,70212,Diesel,Manual,Very Good,Rabat,Private,+212667328886,66,368,Sedan
Toyota,Hilux,2022,350131,55830,Diesel,Manual,Very Good,Kenitra,Private,+212761088510,133,247,Hatchback
Hyundai,Accent,2023,170552,44068,Gasoline,Manual,Very Good,Marrakech,Dealer,+212648936958,113,264,Van
Toyota,Yaris,2022,128705,35254,Hybrid,Automatic,Very Good,Fes,Private,+212628227782,5,306,Hatchback
Dacia,Lodgy,2019,83384,114880,Diesel,Manual,Good,Casablanca,Dealer,+212764284097,65,483,SUV
Dacia,Duster,2020,129986,69845,Diesel,Manual,Very Good,Tangier,Private,+212647061796,51,210,Sedan
Renault,Megane,2020,136396,56705,Diesel,Manual,Very Good,Fes,Dealer,+212616717677,102,184,Coupe
Renault,Captur,2023,159367,34584,Gasoline,Manual,Fair,Casablanca,Private,+212633430263,22,672,Hatchback
